"Identifier","Name","Description","OS Reference","OS Located Within","Lat","Long","Comment"
"location-1","Hinkley C Main Site","The main construction site where the development of the Hinkley C power station will take place.","http://data.ordnancesurvey.co.uk/doc/50kGazetteer/119151","http://data.ordnancesurvey.co.uk/doc/7000000000010701","51.207391","-3.131564","May want to make this the main power station site rather than Hinkley C. The lat/long are inaccurate - they are for the main power station site."
